,age,workclass,fnlwgt?,education,edu-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hrs-per-wk,native-country,income,Bayes Classification,,
1631,54, State-gov,258735, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,A,B,,
1632,47, Private,275867, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,B,B,,
1633,21, Private,154235, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,35, United-States,B,B,,
1634,32, Local-gov,210448, Some-college,10, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,40, United-States,B,B,,
1635,32, Private,337908, Some-college,10, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,30, United-States,B,B,,
1636,26, State-gov,205333, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,10, United-States,B,B,,
1637,23, Private,187447, Some-college,10, Separated, Other-service, Own-child, White, Male,0,0,40, United-States,B,B,,
1638,27, Private,153589,9th,5, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,B,B,,
1639,29, Local-gov,149988, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,B,B,,
1640,43, Private,398959, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,B,B,,
1641,23, ?,194096, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,30, United-States,B,B,,
1642,39, Private,44041, Assoc-acdm,12, Married-spouse-absent, Adm-clerical, Other-relative, White, Male,0,0,60, United-States,B,B,,
1643,22, Private,208946, Assoc-acdm,12, Never-married, Sales, Own-child, White, Male,0,0,30, ?,B,B,,
1644,47, Private,202117, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,37, United-States,B,B,,
1645,34, Local-gov,303129, HS-grad,9, Divorced, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States,B,B,,
1646,35, Private,215419, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States,B,B,,
1647,20, Private,175069, Some-college,10, Never-married, Sales, Own-child, White, Male,1055,0,30, United-States,B,B,,
1648,36, Federal-gov,20469, HS-grad,9, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States,B,B,,
1649,52, Private,254680, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,99, United-States,B,B,,
1650,38, Self-emp-inc,46385, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,B,B,,
1651,33, Private,178463, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,B,B,,
1652,18, Private,229296, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States,B,B,,
1653,38, Private,179352, Assoc-acdm,12, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,B,B,,
1654,56, Self-emp-not-inc,177368, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States,A,B,,
1655,30, Private,156015, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,A,B,,
1656,35, State-gov,308945, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States,A,B,,
1657,60, Self-emp-not-inc,119575, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,B,B,,
1658,20, Private,332689,5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico,B,B,,
1659,18, Private,150817,12th,8, Never-married, Protective-serv, Own-child, White, Female,0,0,45, United-States,B,B,,
1660,19, Private,50941, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,15, United-States,B,B,,
1661,53, Federal-gov,59664, HS-grad,9, Married-civ-spouse, Sales, Husband, Black, Male,5013,0,40, United-States,B,A,,
1662,18, Private,56613, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,20, United-States,B,B,,
1663,44, Private,162372,9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Puerto-Rico,B,B,,
1664,57, Private,77927,5th-6th,3, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,37, United-States,B,B,,
1665,36, ?,157278, Some-college,10, Never-married, ?, Not-in-family, White, Female,0,0,40, United-States,B,B,,
1666,40, Self-emp-not-inc,170214, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, Iran,B,A,,
1667,33, Private,76493, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States,A,B,,
1668,19, Private,130431,5th-6th,3, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,36, Mexico,B,B,,
1669,40, State-gov,23037, Some-college,10, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,84, United-States,B,B,,
1670,20, Self-emp-not-inc,176321, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,B,B,,
1671,47, Private,105449, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States,A,A,,
1672,41, Private,157217, HS-grad,9, Separated, Craft-repair, Unmarried, White, Male,0,0,40, United-States,B,B,,
1673,47, Federal-gov,382532, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,40, United-States,A,A,,
1674,23, Private,250918, Some-college,10, Never-married, Other-service, Not-in-family, Black, Male,0,0,30, United-States,B,B,,
1675,49, State-gov,139268, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,70, United-States,A,B,,
1676,37, Self-emp-not-inc,200352, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,A,B,,
1677,67, Private,267915, HS-grad,9, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States,B,B,,
1678,24, Private,376474, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,B,B,,
1679,39, Private,153047, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,A,B,,
1680,29, Private,154236, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4386,0,58, United-States,A,A,,
1681,22, ?,261881,11th,7, Never-married, ?, Other-relative, Black, Female,0,0,15, United-States,B,B,,
1682,26, Private,427744, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,B,B,,
1683,33, Self-emp-not-inc,100580, Some-college,10, Married-civ-spouse, Other-service, Wife, White, Female,0,0,10, United-States,B,B,,
1684,23, Private,238179, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,2339,45, United-States,B,A,,
1685,37, State-gov,272471, Some-college,10, Widowed, Transport-moving, Unmarried, White, Female,0,0,40, United-States,B,B,,
1686,30, Private,259058, Masters,14, Divorced, Prof-specialty, Unmarried, White, Male,0,1726,40, United-States,B,A,,
1687,41, Private,112656, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States,B,B,,
1688,23, Private,197286, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,B,B,,
1689,47, Federal-gov,26145, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,B,A,,
1690,24, Private,314440, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,B,B,,
1691,39, Private,57691, HS-grad,9, Separated, Exec-managerial, Not-in-family, White, Male,0,2258,70, United-States,B,A,,
1692,33, Private,301251, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,A,B,,
1693,25, Private,243410, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States,B,B,,
1694,40, Private,119008, HS-grad,9, Separated, Other-service, Unmarried, Black, Female,0,0,40, United-States,B,B,,
1695,67, Private,169435,9th,5, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,B,B,,
1696,55, Private,200327, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,18, United-States,B,B,,
1697,69, Private,31501, Assoc-voc,11, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,B,B,,
1698,34, Private,223327, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,1672,42, United-States,B,A,,
1699,52, Private,191130, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States,A,A,,
1700,22, ?,191561, Some-college,10, Married-civ-spouse, ?, Wife, White, Female,0,0,30, United-States,B,B,,
1701,47, Private,245724, Bachelors,13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,B,B,,
1702,45, Private,194134, Assoc-voc,11, Never-married, Other-service, Unmarried, White, Female,0,0,40, Mexico,B,B,,
1703,23, Private,140764, Bachelors,13, Never-married, Sales, Own-child, White, Female,0,1590,40, United-States,B,B,,
1704,41, Self-emp-not-inc,189941, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,B,B,,
1705,32, Private,149368, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,A,B,,
1706,57, Local-gov,237546, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,A,A,,
1707,34, Private,211051, Bachelors,13, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,B,B,,
1708,44, State-gov,307468, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States,A,B,,
1709,46, Self-emp-not-inc,27847, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States,A,B,,
1710,60, Private,39263, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,3325,0,35, United-States,B,A,,
1711,46, Local-gov,183610, Masters,14, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,B,B,,
1712,32, Self-emp-inc,235847, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,52, United-States,B,B,,
1713,44, Local-gov,32627, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,60, United-States,A,A,,
1714,43, Private,42026, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,B,B,,
1715,48, Federal-gov,72808,11th,7, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,42, United-States,B,B,,
1716,55, Private,377113, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,60, United-States,A,A,,
1717,24, Private,176389, Bachelors,13, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,B,B,,
1718,65, Private,71075, Some-college,10, Divorced, Sales, Not-in-family, White, Female,0,0,20, United-States,B,B,,
1719,51, Self-emp-inc,110327,11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,A,B,,
1720,42, State-gov,392167, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,A,B,,
1721,36, Private,130808, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,B,B,,
1722,19, Private,351757,10th,6, Never-married, Other-service, Unmarried, White, Male,0,0,30, El-Salvador,B,B,,
1723,24, Self-emp-not-inc,345420,7th-8th,4, Never-married, Farming-fishing, Other-relative, White, Male,0,0,50, United-States,B,B,,
1724,52, Private,220984, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,B,B,,
1725,28, Private,236834,9th,5, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,35, Mexico,B,B,,
1726,42, Private,153489, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,B,A,,
1727,25, Private,330850, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,70, United-States,B,B,,
1728,53, Private,337195, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,A,A,,
1729,35, Private,214816, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,36, United-States,B,B,,
1730,20, Private,92863, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,B,B,,
1731,38, Private,226894, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Black, Male,13550,0,40, United-States,A,A,,
1732,46, Private,40666, Bachelors,13, Divorced, Exec-managerial, Other-relative, White, Male,0,0,40, United-States,B,B,,
1733,18, ?,142043,11th,7, Never-married, ?, Other-relative, White, Male,0,0,15, United-States,B,B,,
1734,58, Private,105239, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States,B,B,,
1735,41, Private,112763, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States,B,B,,
1736,66, Self-emp-not-inc,219220, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,2653,0,40, United-States,B,A,,
1737,38, State-gov,168223, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,B,B,,
1738,29, Private,175639, Some-college,10, Divorced, Other-service, Unmarried, White, Female,0,0,28, United-States,B,B,,
1739,39, Private,167482, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,B,B,,
1740,44, Local-gov,178417, HS-grad,9, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,40, United-States,A,B,,
1741,26, Local-gov,33604, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,25, United-States,B,B,,
1742,27, Private,62082, Bachelors,13, Never-married, Sales, Own-child, Other, Male,0,0,38, United-States,B,B,,
1743,29, Private,149902, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,80, United-States,B,B,,
1744,29, Private,74784, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States,B,B,,
1745,47, Self-emp-inc,54260, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,B,B,,
1746,62, ?,119986, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,60, United-States,A,B,,
1747,29, Local-gov,165218, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,55, United-States,B,B,,
1748,52, Local-gov,192853, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Jamaica,A,B,,
1749,27, Private,56299,11th,7, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States,B,B,,
1750,53, ?,394690, Some-college,10, Married-civ-spouse, ?, Wife, White, Female,0,0,5, United-States,B,B,,
1751,29, Private,208406, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,B,B,,
1752,62, Private,165827, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,B,B,,
1753,72, Private,249559, HS-grad,9, Widowed, Priv-house-serv, Not-in-family, White, Female,0,0,25, United-States,B,B,,
1754,27, Private,151382, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States,B,B,,
1755,38, Private,161141, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States,B,B,,
1756,27, Private,57092, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, United-States,B,B,,
1757,49, Private,116927, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States,B,B,,
1758,56, Private,133876, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,A,A,,
1759,52, Self-emp-inc,229259, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,A,A,,
1760,22, Private,338162, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,0,0,40, United-States,B,B,,
1761,37, Federal-gov,38948, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,B,A,,
1762,55, Private,169276, HS-grad,9, Divorced, Machine-op-inspct, Other-relative, Black, Male,0,0,40, United-States,B,B,,
1763,38, State-gov,364803, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,65, United-States,B,B,,
1764,45, Private,302677, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,1340,50, United-States,B,B,,
1765,35, Private,235485, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,A,A,,
1766,21, Private,91189, Some-college,10, Never-married, Sales, Unmarried, White, Male,0,0,60, United-States,B,B,,
1767,54, Federal-gov,149596, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,45, United-States,B,A,,
1768,19, Private,89211, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,40, United-States,B,B,,
1769,48, State-gov,241854, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States,A,A,,
1770,41, Private,213351, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,B,B,,
