LIMIT_BAL,sex,education,MARRIAGE,age,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
11,male,higher ed,1,44,0,0,0,0,0,0,11.1188,10.9512,10.8727,10.7381,10.6831,10.8305,0.601,0.5507,0.45,0.4502,0.42,0.45,0
18,female,higher ed,1,26,0,0,0,0,0,0,18.6248,17.8001,14.5248,5.8142,2.2312,0.734,1.8,0.5044,0.6506,0.05,0.05,0.2,0
10,male,high school,1,51,0,0,0,0,0,0,9.397,9.3752,9.2293,9.2434,9.5478,4.0514,0.3799,0.3269,0.3407,0.5024,0.5056,0.5135,0
8,male,higher ed,1,37,0,0,-1,-1,0,0,4.3311,1.6348,0.936,0.6295,1.4844,2.9065,0.5377,0.9383,0.6295,1.0018,2.1939,0.5002,0
26,female,high school,2,30,-1,-1,-1,-1,-1,-1,0.1264,0.6894,0.2917,-0.007,0.23,0.2784,0.6894,0.2917,0,0.2784,0.5568,0.1714,0
11,female,higher ed,2,25,2,2,2,2,2,0,11.1483,11.4125,11.4087,11.3879,11.2268,10.7423,0.59,0.35,0.34,0,0.4,0.4,0
15,female,higher ed,1,31,0,0,0,0,0,0,10.4014,10.8229,10.9374,11.1279,12.5353,12.6913,0.55,0.4005,0.3241,1.55,0.4,0.3568,0
18,female,higher ed,2,35,-1,-1,-1,-1,-1,0,1.5288,0.4194,0.13,0,0.4689,0.4689,0.4194,0.13,0,0.4689,0,0.1582,0
23,female,higher ed,1,28,0,0,0,0,0,0,5.3542,7.9186,4.9984,3.5526,2.454,1.6038,3.6,0.1222,0.751,0.0491,0.66,0,0
50,female,higher ed,2,27,0,0,0,0,0,0,7.3798,7.4781,7.5559,7.6426,5.6197,4.2998,0.4794,0.556,0.2426,0.3521,0.1641,0.0913,0
30,male,higher ed,2,30,0,0,-1,0,0,0,0.1485,-0.0009,1.197,1.0292,1.0116,0.0829,0,1.1979,0.0206,0.001,0.0004,1.1591,0
18,female,higher ed,2,31,-1,-1,-1,-1,-1,0,0.0326,0.0326,0.0326,0.0326,7.6465,7.9695,0.0326,0.0326,0.0326,7.6465,0.5,0.5,0
3,female,higher ed,2,24,2,2,3,3,3,3,0.105,0.105,0.105,0.105,0.105,0.105,0,0,0,0,0,0,1
11,female,high school,2,29,1,2,2,2,2,-1,0.6467,0.692,0.6242,0.6712,0.0871,1.6391,0.1114,0,0.1,0,1.6391,0.0832,0
10,female,higher ed,1,28,0,0,0,0,0,0,3.6428,4.885,2.0904,1.3955,1.4573,1.6084,0.6,0.5,0.1,0.4,0.5,0.8,0
39,male,higher ed,2,31,0,0,0,0,0,0,38.1453,37.5926,36.3787,29.1427,26.0026,17.8599,1.5024,3.0002,1.5052,1.0507,2.5001,2.5082,0
30,female,high school,1,37,1,2,2,-1,-1,-1,0.5975,0.5312,0.1896,0.1523,0.2559,0.2881,0.1905,0.0005,0.1527,0.2569,0.2889,0.2074,0
26,female,higher ed,2,36,-1,-1,-1,-1,-1,-1,0.774,0.1445,0.0782,0.079,0.0849,1.2319,0.1445,0.0782,0.079,0.0849,1.2319,0.7575,0
36,female,higher ed,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
8,female,higher ed,2,26,0,-1,0,0,0,-1,0.0509,0.0437,0.3586,0.2248,0.2222,0.4822,0.0525,0.3519,0.2201,0.2203,0.8389,0.8048,0
10,female,higher ed,2,26,-1,-1,-2,-2,-2,-2,2.6273,-0.0073,-0.0073,-0.0073,-0.0073,-0.0073,0,0,0,0,0,0,1
2,male,high school,1,47,2,2,2,2,2,0,1.4328,1.7196,1.7418,1.7608,1.7187,1.7528,0.3114,0.08,0.077,0,0.0776,0.0549,1
21,female,higher ed,2,33,-1,-1,-1,-1,0,0,2.7042,0,0.0188,1.6464,1.3947,0,0,0.0188,1.6476,0,0,0,0
1,female,higher ed,1,25,0,0,0,0,0,2,0.6991,0.8008,0.9018,0.9198,0.9896,0.9703,0.1126,0.1136,0.0316,0.0833,0.01,0.0292,0
15,male,higher ed,2,26,-1,-1,-1,-1,0,0,0.036,0.036,0.036,1.6133,2.2309,2.2377,0.036,0.036,1.6133,0.7,0.0796,0.0819,0
36,male,high school,1,37,-1,-1,-1,-1,-1,-1,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.078,0
8,female,higher ed,2,42,0,0,0,0,0,-2,1.6959,1.791,1.4919,1.5375,-0.015,-0.015,0.1235,0.1369,0.0825,0,0,0,0
13,female,higher ed,2,29,-1,-1,0,0,0,-1,1.3194,0.9403,1.5383,0.9189,0.8499,0.1738,0.9403,1.0007,0.0184,0.017,0.1738,0.5256,0
3,male,higher ed,2,36,0,0,0,0,0,0,0.9934,1.0305,0.1394,0.1594,0.0566,0,0.1,0.1,0.02,0,0,0,0
43,female,higher ed,1,30,2,0,0,0,0,0,33.2721,27.708,21.9739,21.0142,17.935,13.0328,1.0896,0.8123,0.7522,0.7003,0.47,0.5,1
2,female,higher ed,2,23,0,0,0,0,-1,2,1.6641,1.7969,1.8635,-0.1542,1.9909,1.9417,0.1602,0.1268,0,2.1451,0,0.0652,0
5,male,higher ed,2,32,0,0,0,0,-2,-2,5.0342,4.4659,4.0893,-0.0045,-0.0045,0,0.8025,0.5023,0,0,0.525,0,0
14,female,higher ed,1,26,0,0,0,0,0,0,12.9996,13.2004,12.7275,4.8724,4.8875,4.9667,0.7,0.5,0.2,0.2,0.2,0.2,0
20,male,higher ed,2,32,-1,-1,-1,-1,-1,-1,1.1494,0.9085,0.5455,2.6975,0.8734,1.0756,0.9139,0.5481,2.711,2.9889,1.0809,0.2648,0
8,male,higher ed,1,28,2,2,2,2,2,0,6.5499,6.3882,6.7741,6.9355,6.5139,6.0345,0,0.5,0.32,0.0007,0.2309,0.3862,0
5,female,higher ed,2,23,0,0,0,0,0,0,1.263,1.1999,1.299,1.2793,1.2686,1.298,0.1211,0.1202,0.0452,0.046,0.0504,0.0394,1
28,female,higher ed,2,27,1,2,0,0,0,0,29.7192,28.4462,28.3374,23.8039,23.4017,14.5132,0,1.1143,0.73,0.6024,0.6,0.35,0
71,male,higher ed,1,51,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
18,male,higher ed,2,29,1,-1,-1,-1,-1,-1,0,10,0,0.7632,0,0.6071,10,0,0.7632,0,0.6071,0,0
50,male,higher ed,2,39,-2,-2,-2,-2,-2,-2,1.2106,1.2559,1.8993,5.0199,2.2879,1.607,1.3351,1.8997,5.0933,2.4652,1.806,0.3306,0
36,male,higher ed,2,33,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
5,male,higher ed,2,29,-1,0,0,2,0,0,2.0258,2.2932,2.2265,2.3896,2.6514,2.8073,0.3,0,0.2,0.3,0.2,0.15,0
8,male,higher ed,2,27,2,0,0,0,0,0,6.2824,6.3883,5.7722,11.6742,7.2204,7.9105,0.2178,0.2674,0.22,1.471,0.8,0.3005,1
5,female,higher ed,1,44,0,0,2,0,0,0,4.3596,4.632,4.3976,4.4287,3.8113,3.0778,0.5,0,0.25,0.15,0.2,0.1,0
5,female,higher ed,2,23,0,0,0,0,0,0,1.3717,1.3822,0.9847,0.5892,0.6413,0.6915,0.2008,0.1106,0.1,0.1,0.1,0.1,0
15,male,higher ed,2,33,-1,2,-1,-1,-1,-1,0.1532,0.1,0.143,0.081,0.0786,0.0447,0,0.143,0.081,0.0786,0.0447,0.2215,0
36,male,higher ed,2,28,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
5,female,higher ed,1,32,0,0,0,0,0,0,4.9547,4.974,5.0275,2.0089,1.9964,1.9918,0.21,0.2097,0.1289,0.0712,0.0713,0.1,0
5,female,higher ed,3,48,0,0,-1,-1,-2,-2,8.34,8,0.499,0.3596,0.1386,0.4775,0.16,0.499,1.3616,0.131,0.4789,0.1345,0
20,female,higher ed,2,29,-2,-2,-2,-2,-2,-2,0.9344,0.0723,0.0723,0.1038,0.2035,0.3664,0.0723,0.0723,0.1038,0.2035,0.3664,0.0723,0
8,male,higher ed,2,29,1,-1,-1,-1,-2,-2,-0.0054,3.6656,0.5114,0,0,0,3.671,0.5114,0,0,0,0,0
14,female,higher ed,1,46,-1,-1,-1,-1,-1,-1,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.078,0
2,female,higher ed,3,22,0,0,0,0,0,-2,1.4993,1.6244,1.83,1.81,-0.19,0,0.18,0.28,0,0,0.19,0,1
8,female,high school,2,34,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
11,male,higher ed,1,30,0,0,0,0,0,0,10.7372,10.9156,11.1795,5.4358,5.8499,6.1445,0.5,0.5,0.3,0.5,0.6,0.3,0
14,female,higher ed,2,27,0,0,0,0,0,0,14.3536,14.1849,13.1491,9.4362,8.5863,8.3974,0.5341,0.4,0.35,0.3,1.3,0.23,0
30,female,higher ed,2,31,0,0,0,0,0,0,3.2608,3.9029,3.8177,5.4867,6.6276,7.8169,2.0018,0.6028,2.503,2.0023,2,1,0
5,female,higher ed,2,29,0,0,0,0,-2,-2,4.7411,1.9817,1.5688,0,0,0,0.13,0.121,0,0,0,0,1
29,female,higher ed,1,39,0,0,0,0,0,0,21.2943,21.691,21.3931,21.277,21.1098,20.2491,1.6923,0.7714,0.7283,0.7407,1,0.6,0
6,female,higher ed,1,36,1,-2,-2,-2,-1,2,0,0,0,0,0.0982,0.0832,0,0,0,0.0982,0,0.15,0
10,female,higher ed,1,38,1,2,0,0,2,0,1.2893,1.2447,1.4967,1.6773,1.6427,1.9053,0,0.3,0.2,0,0.3,0.2,0
3,male,higher ed,1,41,0,0,0,-2,-2,-2,2.9866,3.09,0,0,0,0,0.19,0,0,0,0,0,0
22,female,high school,2,27,2,2,2,3,2,0,15.0739,15.3827,15.6531,15.4721,15.0627,15.4034,0.7,0.7,0.23,0,0.56,0.45,0
23,female,higher ed,2,30,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
3,female,higher ed,2,29,1,-2,-2,-2,-2,-1,0,0,0,0,0,0.4443,0,0,0,0,0.4443,0.089,0
2,female,higher ed,1,47,0,-1,-1,-1,-1,0,0.1343,0.1547,0.1539,0.1066,1.8187,1.8212,0.1547,0.1539,0.1066,1.866,0.0771,0.1,0
5,male,higher ed,2,30,-1,-1,2,2,-1,-1,0.078,0.078,0.078,0,0.039,0.132,0.078,0,0,0.039,0.132,0,0
8,female,higher ed,1,46,1,-2,-2,-2,-2,-1,0,0,0,0,0,0.065,0,0,0,0,0.065,0,1
9,male,higher ed,2,29,0,0,2,0,0,0,2.4802,2.7551,2.0559,1.7228,0.6531,0.8411,0.32,0,0.1,0.1,0.2,0,0
8,male,higher ed,2,31,0,-1,-1,0,0,0,1.9824,0.5,1.9037,1.2344,2.6344,0.1011,0.5,1.9037,0,1.4,0,0.3949,0
5,female,high school,2,23,2,0,0,0,0,0,3.735,3.974,4.0779,4.1793,4.2916,4.4199,0.3,0.2,0.2,0.18,0.2,0.2,1
5,female,higher ed,2,29,-2,-2,-2,-2,-2,-2,0.552,0,0,0,0,0,0,0,0,0,0,0,0
2,male,high school,2,53,2,2,-2,-2,-1,-1,1.9369,0.3888,0.3167,-0.0129,0.9703,0.9871,0.39,0.3179,0.0773,0.9832,1.0084,0.438,0
25,female,higher ed,1,38,-1,-1,-1,-1,-1,-1,0.0532,0.1106,0.0771,0.0625,0.1099,0.0326,0.1106,0.0771,0.0625,0.1099,0.0326,0.0326,0
12,female,higher ed,2,24,-1,-1,-1,-1,-1,-1,0.0889,0.1742,0.1077,0.0902,0.1077,0.1271,0.1742,0.1077,0.0902,0.1077,0.1271,0.1595,0
11,female,higher ed,2,28,1,2,0,0,0,2,11.2597,10.7799,10.8464,11.0737,11.4581,11.1219,0,0.4,0.4,0.85,0,0.4,1
16,male,higher ed,2,33,-1,-1,-2,-2,-2,-2,0.01,0,0,0,0,0,0,0,0,0,0,0,0
8,female,high school,1,52,2,0,0,-1,0,0,8.2198,8.0531,4.2334,3.9137,3.9074,4.0103,0.3543,0.1139,4.0003,0.2,0.21,0.0024,0
41,male,higher ed,1,36,-2,-2,-2,-2,-2,-2,4.1116,3.8144,3.1177,2.7185,1.3818,0.8477,0.5071,0.3041,0.3096,0.3845,0.0212,0.0003,0
10,female,higher ed,1,43,-1,-1,-1,-1,-1,0,2.1293,7.0962,0.9217,0.1845,4.1194,4.0325,7.0973,0.9226,0.1845,4.1194,0.292,0.1374,0
75,female,higher ed,1,43,-1,-1,-1,-2,-1,-1,7.2495,9.9628,7.4635,6.3749,8.5067,8.3208,9.9664,7.464,6.3758,8.5072,8.3215,12.4063,0
3,male,higher ed,2,47,0,0,0,0,0,0,2.9554,2.8893,2.9537,3.0087,1.7534,1.5145,0.1895,0.1539,0.1089,0.0718,0.04,0.5,0
8,male,higher ed,2,33,1,2,0,0,0,0,1.9073,1.6106,5.7525,5.499,5.2458,5.4093,0.3895,5,0.2,0.2,0.2344,0.1235,0
43,female,higher ed,2,31,-2,-2,-1,0,0,0,1.0226,0.5671,5.2983,7.0672,5.2378,5.636,0.5873,5.2983,3.5002,1.0203,0.75,1,0
48,male,higher ed,1,44,0,0,0,0,0,0,35.011,31.6685,31.2615,31.6685,30.2248,31.1651,1.4082,1.5023,1.5098,1.0008,1.5045,2.0164,0
36,female,high school,1,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
15,female,higher ed,1,37,0,0,-1,-1,-1,-2,2.6416,1.8915,1.6047,1.7633,0,0,0.2497,1.6047,1.8776,0,0,0,0
13,male,higher ed,2,28,0,0,0,0,0,0,8.9418,8.3196,7.5028,6.5086,6.0346,5.2272,0.4,0.2338,0.2,0.2018,0.2,0.17,0
4,male,higher ed,1,47,1,2,2,3,2,0,3.7611,3.6726,4.0985,4.0085,3.9354,4.0322,0,0.4898,0,0,0.18,0.3,0
28,female,higher ed,1,34,-1,0,0,0,0,0,1.1584,1.2211,1.0247,1.0247,0.617,1.117,0.7011,0.3,0,0.0123,0.5,0,1
4,male,higher ed,1,45,2,2,2,2,2,0,3.3547,3.6991,3.5965,3.7246,3.6781,2.065,0.4,0,0.2,0,0.12,0,0
12,female,higher ed,2,26,-2,-2,-1,0,0,0,1.0415,0.7172,11.0688,10.0552,8.9147,8.8388,0.5771,12.0055,0.5073,0.3508,0.3707,0.3016,0
29,male,higher ed,1,39,-1,-1,-1,-1,-2,-2,0.1757,0.3555,0.2256,0.283,0.1682,0.1235,0.3579,0.2262,0.283,0.1682,0.1235,0.128,0
25,male,high school,1,39,-1,-1,-1,-1,-1,-2,0.1976,0.3314,0,0.08,0.3576,0,0.3318,0,0.08,0.3576,0,0,0
20,male,higher ed,1,43,-1,-1,-1,-1,-1,-1,0.1144,0.248,0.3372,0.1081,0.2384,0.6595,0.2506,0.338,0.1085,0.2394,0.6601,2.9708,0
8,male,higher ed,2,32,0,0,0,0,0,-1,8.1115,7.7649,4.063,2.3697,0.6557,3.2763,0.5,0.12,0,0.5,3.7,0.3,0
13,female,higher ed,2,27,0,0,0,0,0,0,1.8776,2.1458,2.276,2.3215,2.3706,2.1951,0.3,0.2,0.0778,0.0811,0.2,0.2865,0
29,female,higher ed,1,37,-1,0,0,0,0,0,0.1428,0.2741,0.4029,0.5451,0.6357,0.7246,0.15,0.15,0.15,0.1,0.1,0.1,1
18,female,higher ed,2,29,-1,-1,-1,-1,-2,-2,0.101,0.307,0.0307,0,0,0,0.3394,0.0307,0,0,0,0,0
36,female,higher ed,1,31,-2,-2,-2,-1,0,-1,-0.0005,-0.0005,-0.0005,0.4232,0.3189,0.7511,0,0,0.4237,0.0016,0.7548,0.4105,0
14,female,higher ed,1,37,-1,-1,-1,-1,2,-1,0.0316,0.0586,0.5842,0.9422,0.8956,0.0316,0.0586,0.5842,0.8956,0,0.0316,0.0316,0
35,female,higher ed,1,41,-1,-1,-1,-1,-1,-1,5.7956,1.5987,3.6582,0.8197,1.4494,5.4284,1.5987,3.6607,0.8243,1.4494,5.4284,0.6702,0
26,male,higher ed,2,36,-2,-2,-2,-2,-2,-2,0,0,0,0,0.8867,0.0763,0,0,0,0.8867,0.0763,0.0748,0
4,male,higher ed,2,26,0,0,0,0,0,0,1.8338,2.0033,2.1687,2.2327,2.2816,2.3436,0.2,0.2,0.1,0.1,0.1,0.15,0
18,female,higher ed,2,27,1,-2,-2,-2,-2,-2,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,0,0,0,0,0,0,1
8,male,high school,1,27,0,0,0,-1,0,0,2.2381,1.142,0.7021,0.6157,0.7606,0.3432,0.15,0.3,0.6157,0.15,0.0138,0.0059,1
50,female,higher ed,1,45,-1,-1,-1,-1,-1,-1,0.3852,0.2395,0.473,0.4628,0.5127,0.34,0.2403,0.473,0.4628,0.5127,0.34,0.172,0
8,male,high school,2,27,-2,-2,-2,-2,-2,-2,4.6089,0.484,0,0,0,0,0.484,0,0,0,0,0,0
3,male,high school,1,57,0,0,0,0,0,0,2.0976,2.2332,2.3654,2.4952,2.6551,2.9598,0.2,0.2,0.2,0.2,0.45,0,0
22,female,higher ed,1,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0.3422,0
7,female,higher ed,2,22,0,0,0,0,0,-1,6.8247,6.8263,2.2551,1.6008,0,1.318,0.212,0.101,0.0328,0,1.318,0.2,0
51,male,higher ed,1,41,-1,-1,-1,-1,-1,-1,0.3196,1.6447,0.3317,1.0771,0.5552,0.2253,1.6447,0.3317,1.0771,0.5552,0.2253,0.0096,0
2,female,higher ed,2,22,0,0,0,0,0,0,1.8011,1.9389,1.7628,1.6694,1.904,1.8631,0.2,0.1494,0.2,0.5,0.2,0.1094,0
10,female,higher ed,1,40,2,2,2,2,2,2,4.7243,4.8294,4.9213,4.9827,5.1005,5.3142,0.2,0.19,0.16,0.2,0.3,0,1
34,female,higher ed,1,30,0,0,0,0,0,0,33.8272,33.9191,32.5675,28.5417,28.4834,28.4549,1.5,1.5,1.5,1.2,1.25,1.1,0
18,female,higher ed,2,29,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
8,male,higher ed,2,53,0,0,0,0,0,0,8.0577,7.8781,7.8363,4.8902,4.9996,-0.1719,0.3261,0.2342,0.163,0.1759,0,5.2085,0
28,male,higher ed,1,42,-2,-1,-1,0,0,-2,0.1751,2.2046,6.3729,5.5664,3.1014,2.8903,2.2909,6.4167,0.1113,3.2,0.0578,0.1768,0
18,female,higher ed,2,40,-2,-2,-2,-2,-1,0,0,0,0,0,1.1855,0.252,0,0,0,1.1855,0,1.8066,0
14,female,higher ed,1,66,1,-2,-2,-2,-1,2,0,0,0,0,0.0825,0.0675,0,0,0,0.0825,0,2.3715,0
50,female,higher ed,2,32,-1,-1,-1,-1,-1,-1,10.388,3.9356,30.1441,3.7945,10.4491,3.5234,3.956,30.2961,3.8139,10.4673,3.5387,17.7258,0
23,male,higher ed,2,34,0,0,0,0,0,0,15.1778,15.2966,15.7188,15.849,16.1456,16.4677,0.5556,0.72,0.582,0.61,0.65,0.51,0
25,female,higher ed,1,26,1,3,2,2,2,0,0.0631,0.0631,0.0631,0.1231,0.1068,0.6816,0,0,0.06,0,0.6,0.5,1
1,male,higher ed,2,24,0,0,0,2,0,0,0.5803,0.6849,0.8371,0.809,0.8261,0.8773,0.13,0.18,0,0.045,0.08,0,0
23,male,higher ed,1,39,0,0,0,0,0,0,22.0706,22.7741,18.3268,18.6989,15.9345,16.2695,1.12,0.62,0.6237,0.7,0.6,0.61,0
7,male,higher ed,2,29,0,0,0,0,0,0,6.3603,6.5513,5.9389,5.4064,5.8891,5.8347,0.7666,0.38,0.12,0.5,0.4,0.3,0
14,female,higher ed,1,39,-2,-2,-2,-2,-2,-2,0.4654,0.5525,0.5088,0.448,0.2338,0.425,0.5525,0.5088,0.448,0.2338,0.4733,2.2566,0
43,female,higher ed,1,48,-1,-1,-2,-2,-2,-1,0.99,0,0,0,0,0.2299,0,0,0,0,0.2299,3.798,0
12,female,higher ed,2,28,-1,-1,2,0,0,-1,0.02,0.1986,0.1117,0.0425,-0.0267,0.1451,0.1986,0,0,0,0.221,0,1
2,female,higher ed,2,25,0,0,0,0,0,0,1.6654,1.2801,1.4155,1.9975,1.9975,0,0.2,0.2,0.7,0,0,0,0
3,male,higher ed,2,32,0,0,2,0,0,0,2.925,3.0496,2.9702,2.8839,2.9375,3.2729,0.36,0,0.15,0.13,0.4,0,0
8,male,high school,2,43,7,6,5,4,3,2,8.1071,7.9283,7.6767,7.5393,7.4731,2.3207,0,0,0,0,0,0.2,1
40,female,higher ed,2,39,0,0,0,0,0,0,40.4924,35.9634,36.027,32.534,32.8627,32.9948,1.3521,1.2374,1.1643,1.1868,1.8,1.5,0
20,female,higher ed,1,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
5,female,higher ed,2,46,1,2,0,0,0,0,5.0471,4.9399,5.0556,2.9759,3.0381,3.044,0,0.2247,0.1054,0.109,0.1261,0.1143,0
25,male,higher ed,1,46,-1,-1,-1,-1,-1,-1,0.1197,-0.0019,0.3121,0.2372,0.0502,0.1979,0,0.314,0.2387,0.0504,0.1989,1.915,1
12,male,higher ed,2,28,-1,0,0,0,0,0,0.8922,4.307,4.7023,5.3576,5.7529,6.1392,3.5,0.5,0.8,0.5,0.5,0.4,1
8,male,high school,1,45,1,-1,0,0,-1,-1,-0.1213,3.5789,3.6751,0.039,0.039,0.039,3.8677,0.3,0,0.039,0.039,0.117,0
43,female,higher ed,1,33,-2,-2,-2,-2,-2,-1,0.1837,0.0373,0.1198,0,0.0538,7.7543,0.0373,0.1198,0,0.0538,7.7543,0.0584,0
12,female,higher ed,2,24,0,0,0,0,0,0,7.5796,7.6004,6.7187,4.9924,3.3188,1.9826,0.37,0.2023,0.2016,0.2,0.12,0.1,0
2,female,higher ed,2,22,0,0,0,0,0,0,2.0386,2.0033,2.8679,1.4768,1.8192,2.0372,0.151,0.13,0.1086,0.3677,0.25,0.0573,0
2,female,higher ed,2,32,0,0,0,0,0,0,12.9106,12.761,10.7828,10.2937,9.8525,7.7711,0.442,0.365,0.312,0.32,0.29,0.2,0
8,male,higher ed,2,25,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0.015,0,0,0,3,0.015,0.0657,0
2,female,higher ed,2,44,0,0,0,-1,-1,-1,0.7678,1.0475,-0.001,0.019,0.616,0.0402,0.3347,0,0.02,0.7018,0.6073,1.5,0
14,female,higher ed,2,27,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,female,higher ed,2,22,0,-1,0,0,0,0,1.4896,1.2011,0.7929,0.7693,0.6838,0.3486,0.7,0.4,0.0207,0.0229,0.007,0,0
22,female,high school,2,34,-2,-2,-2,-2,-1,0,9.9518,-0.0482,-0.0482,-0.0482,0.0018,0.4834,0.0937,0,0,0.05,0.4816,0.3,0
6,male,higher ed,1,48,-1,-1,2,0,0,-1,0.0282,6.1573,3.2122,3.1423,0.2914,0.147,6.2773,0,0,0,0.147,5.8587,0
8,male,high school,1,59,1,2,0,0,-1,-1,2.1723,2.1097,2.214,1.8349,0.354,0,0,0.2,0,0.354,0,0,0
3,male,higher ed,2,25,0,0,0,0,-1,-1,2.9745,1.6309,0.5235,0.3122,1.1446,0.1914,0.25,0.1517,0.2,1.1446,0.1914,0.6699,1
14,female,higher ed,1,27,1,2,2,0,0,0,13.9058,14.0243,13.2693,13.5638,13.2105,13.4851,0.49,0,0.52,0.5,0.51,0.48,0
2,male,higher ed,2,26,0,0,0,0,0,0,0.4491,0.5906,0.7298,0.8515,0.9869,1.1196,0.15,0.15,0.15,0.15,0.15,0.15,0
10,female,high school,2,46,0,0,0,0,0,0,9.4657,8.1175,6.3464,4.591,4.6996,4.2935,0.3,0.2009,0.3,0.2,0.2,0.1701,0
22,male,higher ed,2,35,0,0,0,0,0,0,15.8882,16.4258,16.1778,16.5741,17.5823,2.9765,0.8,0.5669,0.7599,1.48,0.2303,0.2,0
8,female,higher ed,2,40,0,0,0,0,0,0,2.7432,2.7902,2.8447,2.3537,0.7613,0.3356,0.1833,0.1378,0.1328,0.0195,0.0269,0.0056,0
8,female,high school,2,46,0,0,0,0,0,0,7.6184,7.8306,7.9835,4.0499,4.1346,4.2348,0.3345,0.3344,0.1447,0.1497,0.1686,0.1509,0
13,male,higher ed,2,28,2,2,0,0,0,0,7.0952,6.9264,7.0184,0.8518,1.1296,0.6514,0,0.3,0.2,0.3,0.2,0,1
30,female,higher ed,1,33,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
6,female,higher ed,1,42,0,0,0,0,0,0,5.8264,5.7923,5.8987,1.735,1.7937,1.7298,0.32,0.3,0.08,0.1,0.1,0.1,0
36,female,higher ed,1,32,-1,-1,-2,-1,0,0,0.0249,0,0,0.0685,0.0685,0.153,0,0,0.0685,0,0.0845,0.0053,0
1,male,higher ed,2,24,-1,-1,-1,-1,-1,-1,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0,0,0,0,0,0.1393,1
5,male,higher ed,2,32,0,0,0,0,2,0,3.2813,3.4973,3.5603,3.7595,2.9818,2.4416,0.3,0.17,0.26,0,1,0.6,1
5,male,higher ed,1,48,0,0,0,0,0,0,4.2156,4.0584,3.3777,1.8815,1.7033,1.745,0.4022,0.1347,0.1013,0.1,0.07,0.1,0
20,male,higher ed,1,35,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,2.8027,0
3,female,higher ed,2,24,1,2,2,0,0,0,1.5164,1.6607,1.7032,1.7448,1.8507,1.9046,0.2,0.1,0.1,0.15,0.1,0.1,1
22,male,higher ed,1,42,0,0,2,2,-2,-2,0.3208,0.9134,0.882,0.1502,0.4505,0.3766,0.6,0,0,0.3003,0.0031,0.4007,0
20,female,higher ed,2,41,-2,-2,-2,-2,-2,-2,0.5954,1.0464,0.7165,0.6946,0.9776,0.2007,1.0464,0.7165,0.6966,0.9776,0.2007,0.1603,0
8,female,high school,2,27,1,4,3,2,0,0,8.4718,8.2861,8.0581,5.1537,5.1381,4.8866,0,0,0,0.179,0.189,0.174,1
20,male,higher ed,1,39,-2,-2,-2,-2,-2,-2,1.5109,0.3139,1.284,0.395,0.7688,0.2241,0.3155,1.2848,0.395,0.769,0.2241,0.2795,0
24,female,higher ed,1,34,-1,2,-1,-1,-1,-1,0.0652,0.0326,0.0326,0.0326,0.0326,0.0326,0,0.0326,0.0326,0.0326,0.0326,0.0711,1
50,female,higher ed,2,28,-1,-1,-1,0,0,-1,7.262,0.0873,0.8596,0.6418,0.6243,0.1984,0.0873,0.8596,0.0275,0.03,0.1984,2.7014,0
23,male,high school,1,38,-2,-2,-1,-1,0,0,0.6901,0,0.0188,0.6498,4.4938,5.6015,0,0.0188,0.6498,4,1.2,0.25,0
2,male,high school,2,22,0,0,0,0,0,0,1.1242,1.107,1.1788,0.9607,0.9191,0,0.1282,0.1,0.0192,0.0184,0,0,0
5,male,higher ed,1,35,0,0,0,0,0,0,4.073,4.1283,2.8134,2.9208,0.7778,0.979,0.4069,0.15,0.15,0,0.5,0,0
10,female,higher ed,1,35,0,0,0,0,0,0,0.583,0.6694,0.7855,0.8076,0.8297,0.9349,0.1118,0.1279,0.05,0.05,0.1349,0.1691,0
